symbol,exg,rank,indurank,indutotal,etf,abrt,abr1w,abr1m,abr2m,abr3m,numbr,cq0,cq7,cq30,cq60,cq90
AXP,N,3,145,265,,2.63,2.63,2.63,2.50,2.63,20,1.13,1.13,1.13,1.26,1.26
MSFT,O,3,75,265,,1.76,1.86,1.86,2.00,2.04,21,0.69,0.69,0.69,0.72,0.72
ACN,N,3,150,265,,1.87,1.87,1.87,1.93,1.88,15,1.31,1.31,1.31,1.31,1.31
GILD,O,2,82,265,,1.73,1.73,1.73,1.73,1.56,15,2.88,2.88,2.88,2.98,2.98
VOYA,N,3,161,265,,2.23,2.23,2.33,2.23,2.23,15,0.79,0.79,0.81,0.84,0.85
XOM,N,3,154,265,,2.62,2.62,2.49,2.74,2.74,15,0.76,0.76,0.75,0.80,0.91
UNH,N,3,75,265,,1.19,1.19,1.19,1.29,1.31,18,1.32,1.32,1.57,1.60,1.60
AAL,O,3,48,265,,1.83,1.83,1.83,1.91,1.83,12,1.89,1.88,1.88,1.76,1.74
AAP,N,3,9,265,,1.79,1.79,1.79,1.79,1.72,17,1.23,1.23,1.53,1.53,1.54
MCD,N,2,143,265,,2.18,2.18,2.18,2.27,2.33,22,1.22,1.22,1.22,1.15,1.15
C,N,3,102,265,,1.50,1.50,1.50,1.40,1.50,16,1.17,1.17,1.20,1.17,1.20
CRM,N,2,75,265,,1.37,1.37,1.38,1.38,1.38,31,0.04,0.04,0.04,0.04,0.04
PG,N,3,88,265,,2.40,2.40,2.43,2.40,2.40,20,0.98,0.98,0.98,1.02,1.05
SBUX,O,3,143,265,,1.40,1.40,1.40,1.40,1.38,24,0.45,0.45,0.45,0.47,0.47
PSX,N,3,25,265,,1.64,1.64,1.64,1.75,1.54,11,1.60,1.60,1.33,1.27,1.31
CSCO,O,3,8,265,,1.88,1.88,1.85,1.92,1.92,25,0.50,0.50,0.50,0.50,0.50
APEI,O,3,38,265,,3.00,3.00,3.00,3.00,3.00,3,0.54,0.54,0.53,0.53,0.55
FB,O,2,45,265,,1.19,1.19,1.19,1.27,1.28,31,0.50,0.50,0.46,0.46,0.46
AGN,N,3,92,265,,1.36,1.36,1.36,1.34,1.34,14,3.25,3.25,3.29,4.54,4.60
ERIC,O,4,218,265,,2.38,2.38,2.38,2.57,2.57,8,0.24,0.24,0.24,0.24,0.24
BWP,N,1,42,265,,2.00,2.00,2.00,2.25,2.25,8,0.22,0.22,0.20,0.18,0.18
MAR,O,3,65,265,,2.21,2.21,2.27,2.27,2.44,14,0.77,0.77,0.77,0.80,0.80
MAN,N,3,14,265,,1.50,1.50,1.50,1.46,1.46,12,1.51,1.51,1.51,1.54,1.54
AMZN,O,2,145,265,,1.43,1.43,1.43,1.48,1.48,28,1.63,1.63,1.63,1.55,1.55
VMW,N,3,75,265,,2.30,2.41,2.43,1.84,1.81,28,0.99,0.99,0.99,0.96,0.96
MOS,N,4,252,265,,2.21,2.21,2.21,2.21,2.21,14,0.58,0.58,0.77,0.83,0.94
MON,N,5,250,265,,2.13,2.21,2.21,2.21,2.15,15,-0.13,-0.13,0.01,0.60,0.60
CVX,N,3,154,265,,2.07,2.07,2.07,2.20,2.20,15,0.65,0.65,0.62,0.64,0.82
CVS,N,3,102,265,,1.28,1.28,1.28,1.36,1.36,16,1.52,1.52,1.52,1.51,1.51
CMG,N,3,143,265,,2.06,2.06,1.98,1.90,1.85,25,4.12,4.12,4.36,4.39,4.39
PCL,N,3,102,265,,2.50,2.50,2.57,2.50,2.75,6,0.16,0.16,0.16,0.23,0.24
CAR,O,3,158,265,,2.43,2.43,2.43,2.14,2.14,7,0.21,0.21,0.35,0.33,0.33
F,N,3,65,265,,2.21,2.21,2.21,2.46,2.50,14,0.46,0.47,0.46,0.49,0.49
MMM,N,4,164,265,,2.44,2.44,2.44,2.44,2.44,12,1.71,1.71,1.72,1.86,1.88
CELG,O,3,82,265,,1.33,1.33,1.33,1.33,1.41,15,1.10,1.10,1.17,1.17,1.15
WFC,N,3,102,265,,1.95,1.95,1.85,1.90,2.00,20,1.03,1.03,1.03,1.05,1.05
EMC,N,4,95,265,,2.25,2.25,2.12,1.72,1.75,24,0.55,0.55,0.55,0.60,0.60
COP,N,3,102,265,,2.33,2.33,2.33,2.23,2.29,12,-0.20,-0.20,-0.14,-0.12,0.06
PEP,N,3,48,265,,1.44,1.44,1.44,1.44,1.47,17,1.07,1.07,1.07,1.12,1.13
COH,N,3,180,265,,2.26,2.26,2.26,2.44,2.47,23,0.66,0.66,0.67,0.68,0.69
AIG,N,5,198,265,,2.18,2.18,2.18,2.21,2.13,11,1.17,1.17,1.22,1.25,1.24
MNST,O,3,48,265,,1.81,1.81,1.81,1.88,1.79,13,0.82,0.82,0.82,0.87,0.87
YUM,N,4,143,265,,2.25,2.25,2.25,2.18,2.06,16,0.66,0.66,0.66,0.94,0.95
TSN,N,2,209,265,,1.75,1.75,1.60,1.20,1.20,4,0.84,0.84,0.89,0.85,0.64
HUM,N,4,75,265,,2.18,2.18,2.29,2.29,2.38,17,1.45,1.45,1.48,1.47,1.49
IBM,N,4,209,265,,2.50,2.50,2.60,2.50,2.54,16,4.77,4.77,4.77,5.74,5.75
CAT,N,3,251,265,,2.88,2.88,2.88,2.88,2.73,16,0.72,0.72,0.72,0.73,0.96
SINA,O,3,98,265,,1.86,1.86,1.86,2.00,2.00,7,0.11,0.23,0.25,0.31,0.22
NFLX,O,3,53,265,,2.07,2.07,2.07,2.07,2.00,28,0.02,0.02,0.02,0.02,0.02
FITB,O,3,102,265,,2.22,2.22,2.19,2.16,2.16,25,0.41,0.41,0.40,0.42,0.42
ESRX,O,2,13,265,,1.97,1.97,1.97,1.93,1.93,19,1.55,1.55,1.55,1.53,1.53
KLAC,O,3,238,265,,2.36,2.36,2.36,2.29,2.43,11,0.86,0.86,0.86,0.82,0.82
N,N,2,75,265,,2.40,2.40,2.40,2.31,2.31,15,-0.36,-0.36,-0.36,-0.33,-0.33
MS,N,5,228,265,,2.00,2.00,2.00,2.25,2.17,13,0.52,0.53,0.54,0.63,0.64
DOW,N,2,190,265,,2.33,2.33,2.33,2.33,2.38,15,0.69,0.69,0.69,0.72,0.76
AA,N,4,155,265,,2.27,2.27,2.27,2.17,2.14,11,0.07,0.07,0.08,0.15,0.10
ARLP,O,3,159,265,,1.57,1.57,1.57,1.57,1.67,7,0.78,0.78,0.79,0.86,0.91
SBAC,O,4,206,265,,1.62,1.62,1.62,1.33,1.33,13,0.08,0.08,0.10,0.12,0.13
QCOM,O,5,218,265,,2.18,2.18,2.13,2.09,2.04,22,0.75,0.75,0.97,1.05,1.05
BA,N,2,29,265,,1.80,1.80,1.80,1.75,1.75,15,2.12,2.12,2.12,2.33,2.33
GSK,N,3,93,265,,2.56,2.56,2.56,2.56,2.56,9,0.61,0.61,0.61,0.70,0.70
NTES,O,3,88,265,,1.50,1.50,1.40,1.40,1.40,4,1.81,1.81,1.81,1.85,1.74
LLY,N,2,93,265,,1.67,1.83,1.83,1.83,1.83,12,0.77,0.77,0.77,0.76,0.76
ORCL,N,4,75,265,,2.10,2.10,2.10,1.93,2.06,25,0.57,0.57,0.57,0.59,0.62
ABBV,N,3,93,265,,1.38,1.21,1.21,1.40,1.33,12,1.14,1.14,1.14,1.18,1.19
LNKD,N,2,45,265,,1.46,1.46,1.46,1.63,1.65,28,0.00,0.00,0.00,-0.12,-0.13
V,N,4,55,265,,1.45,1.45,1.45,1.41,1.50,21,0.68,0.68,0.71,0.73,0.73
PRU,N,3,198,265,,1.54,1.54,1.63,1.59,1.59,14,2.32,2.32,2.35,2.40,2.42
AVGO,O,3,82,265,,1.40,1.42,1.42,1.42,1.45,21,2.12,2.12,2.12,2.13,2.13
LPLA,O,4,228,265,,3.00,3.00,3.00,3.00,2.67,6,0.51,0.51,0.51,0.59,0.59
SNY,N,4,93,265,,2.00,2.00,2.20,2.20,2.20,4,0.68,0.68,0.75,0.77,0.77
BBL,N,5,185,265,,2.60,2.60,2.20,2.20,3.00,5,NA,NA,NA,NA,NA
DD,N,4,190,265,,2.38,2.38,2.38,2.29,2.29,13,0.25,0.25,0.25,0.54,0.54
CL,N,4,88,265,,2.82,2.82,2.82,2.82,2.82,17,0.73,0.73,0.73,0.76,0.76
TWTR,N,3,55,265,,2.08,2.08,2.08,2.08,2.00,24,-0.13,-0.13,-0.14,-0.17,-0.17
VZ,N,3,42,265,,1.91,1.91,1.91,1.96,1.92,23,0.88,0.88,0.88,0.88,0.88
WMT,N,3,164,265,,2.68,2.68,2.90,2.91,2.82,19,1.46,1.46,1.43,1.43,1.43
ALLY,N,3,164,265,,1.15,1.15,1.15,1.15,1.15,10,0.53,0.53,0.53,0.52,0.53
INTC,O,2,26,265,,1.91,1.91,1.98,1.95,2.04,31,0.63,0.63,0.63,0.60,0.60
ALSN,N,3,150,265,,1.88,1.88,1.88,1.88,1.59,12,0.58,0.58,0.58,0.61,0.63
KITE,O,3,82,265,,1.33,1.33,1.33,1.33,1.33,6,-0.84,-0.84,-0.89,-0.60,-0.60
FSLR,O,2,27,265,,1.88,1.88,1.88,1.94,1.87,17,0.94,0.94,0.94,1.58,1.55
RTN,N,3,218,265,,1.27,1.13,1.27,1.40,1.62,15,1.74,1.74,1.74,1.81,1.81
DB,N,4,99,265,,3.00,2.50,2.50,2.00,2.00,3,NA,NA,NA,NA,NA
TRMB,O,3,207,265,,1.92,2.00,2.18,2.30,2.30,12,0.21,0.21,0.20,0.22,0.23
FEYE,O,2,55,265,,2.22,2.22,2.25,1.96,1.96,23,-0.76,-0.76,-0.85,-0.87,-0.87
BIDU,O,3,45,265,,1.50,1.50,1.50,1.44,1.50,8,0.78,0.78,0.78,0.97,1.01
PXD,N,3,72,265,,1.60,1.64,1.70,1.70,1.70,25,-0.07,-0.08,-0.01,0.01,0.10
HCA,N,3,19,265,,1.40,1.40,1.40,1.40,1.32,20,1.36,1.36,1.36,1.36,1.36
BLK,N,3,231,265,,1.77,1.77,1.77,1.77,1.96,15,4.82,4.82,4.79,4.93,5.22
FOXA,O,3,209,265,,1.90,1.90,1.90,1.90,1.95,20,0.44,0.44,0.45,0.45,0.45
VIPS,N,3,75,265,,1.67,1.67,1.22,1.22,1.20,9,0.16,0.16,0.16,0.16,0.16
BRCM,O,3,20,265,,2.62,2.62,2.63,2.57,2.57,25,0.71,0.71,0.71,0.71,0.71
SCTY,O,4,27,265,,1.46,1.46,1.46,1.29,1.35,12,-2.63,-2.63,-2.59,-2.34,-2.30
SOHU,O, ,45,265,,2.34,2.34,2.34,2.34,2.33,5,-0.88,-0.88,-0.88,NA,-0.82
TXN,O,1,26,265,,2.38,2.38,2.38,2.23,2.23,26,0.69,0.69,0.69,0.62,0.62
FL,N,2,221,265,,1.76,1.76,1.69,1.69,1.69,17,1.12,1.12,1.13,1.13,1.13
MDT,N,3,72,265,,1.62,1.62,1.64,1.64,1.73,17,1.00,1.00,1.00,1.00,1.01
ILMN,O,4,82,265,,1.89,1.89,1.89,1.78,1.56,18,0.79,0.79,0.79,0.92,0.92
YY,O, ,98,265,,1.00,1.00,1.00,1.00,1.67,4,NA,NA,NA,NA,0.81
ABT,N,3,93,265,,1.74,1.74,1.74,1.74,1.85,17,0.62,0.62,0.62,0.63,0.63
GOOGL,O,3,45,265,,1.21,1.21,1.21,1.16,1.22,33,6.65,6.65,6.61,6.72,6.73
LPG,N,3,177,265,,1.00,1.00,1.00,1.00,1.00,3,0.62,0.62,0.62,0.41,0.41
BBRY,O,3,145,265,,2.72,2.72,2.74,2.85,2.85,18,-0.20,-0.20,-0.20,-0.20,-0.05
KMB,N,3,209,265,,2.42,2.42,2.42,2.42,2.62,12,1.43,1.43,1.43,1.45,1.45
VRX,N,3,37,265,,1.64,1.64,1.69,1.64,1.55,14,3.61,3.61,3.99,4.00,4.00
NOK,N,3,218,265,,2.33,2.33,2.23,2.33,2.45,12,0.12,0.12,0.11,0.11,0.11
GS,N,3,228,265,,2.50,2.50,2.50,2.77,2.92,14,4.73,4.73,4.79,4.93,5.28
GG,N,3,170,265,,1.69,1.69,1.69,1.69,1.69,18,0.04,0.04,0.05,0.07,0.07
GE,N,3,164,265,,1.82,1.82,1.90,2.00,2.00,11,0.51,0.51,0.52,0.54,0.54
GM,N,2,65,265,,2.00,2.00,2.00,1.92,1.92,13,1.19,1.19,1.18,1.14,1.15
SAP,N,3,75,265,,2.17,2.17,2.17,2.09,2.17,12,1.23,1.23,1.23,1.28,1.28
JAH,N,3,93,265,,1.13,1.13,1.14,1.14,1.15,15,1.20,1.20,1.20,1.23,1.24
AAPL,O,3,252,265,,1.68,1.68,1.61,1.82,1.79,31,3.26,3.26,3.26,3.15,3.16
VIAV,O,3,45,265,,2.17,2.17,2.17,2.17,2.23,12,0.02,0.02,0.03,0.06,0.06
D,N,3,145,265,,1.81,1.81,1.81,1.88,1.81,13,0.89,0.89,0.89,0.94,0.94
HD,N,2,36,265,,1.94,1.94,1.94,1.94,1.94,18,1.10,1.10,1.10,1.10,1.10
YHOO,O,3,45,265,,1.72,1.72,1.75,1.58,1.63,29,0.04,0.04,0.04,0.10,0.10
ADI,O,3,173,265,,1.68,1.68,1.68,1.71,1.75,22,0.69,0.69,0.72,0.72,0.72
JUNO,O,3,82,265,,1.40,1.40,1.40,1.33,1.40,5,-0.54,-0.54,-0.52,-0.52,-0.52
QUNR,O,3,45,265,,2.00,2.00,2.00,1.50,1.40,4,-1.18,-1.18,-1.18,-1.18,-1.18
PANW,N,3,45,265,,1.50,1.50,1.60,1.54,1.52,27,-0.20,-0.20,-0.20,-0.20,-0.10
IR,N,3,228,265,,1.83,1.83,1.83,1.83,1.83,15,0.93,0.93,0.93,0.99,0.99
CLD,N,3,159,265,,2.80,2.80,2.80,2.64,2.25,10,-0.15,-0.15,-0.15,-0.10,-0.10
CTRP,O,3,145,265,,1.09,1.09,1.00,1.00,1.17,11,-0.02,-0.02,-0.03,0.05,0.05
TRV,N,2,64,265,,2.61,2.61,2.50,2.53,2.50,18,2.66,2.66,2.66,2.62,2.64
QIHU,N,3,88,265,,1.33,1.33,1.33,1.33,1.57,6,0.71,0.71,0.71,0.71,0.71
PFE,N,3,93,265,,1.54,1.54,1.71,1.81,1.92,12,0.51,0.51,0.51,0.50,0.49
MJN,N,4,96,265,,2.27,2.27,2.27,2.33,2.22,11,0.73,0.73,0.76,0.95,0.96
BABA,N,3,145,265,,1.42,1.42,1.40,1.36,1.33,19,0.64,0.64,0.64,0.61,0.64
TSLA,O,3,65,265,,3.00,3.00,3.00,2.88,2.63,15,-0.34,-0.34,-0.47,-0.18,-0.66
ALXN,O,3,82,265,,1.43,1.43,1.43,1.38,1.33,15,0.92,0.92,0.92,1.11,1.11
MHK,N,3,240,265,,1.38,1.38,1.38,1.38,1.38,8,2.74,2.74,2.76,2.80,2.80
NVS,N,4,93,265,,1.75,1.75,1.75,1.75,1.75,8,1.29,1.29,1.29,1.45,1.45
NKE,N,1,185,265,,1.35,1.35,1.35,1.46,1.63,24,0.85,0.85,0.85,0.84,0.87
CYOU,O,3,98,265,,3.92,3.92,3.92,3.92,4.00,4,0.58,0.58,0.54,0.53,0.70
CBI,N,3,164,265,,2.00,2.00,2.00,1.93,1.93,13,1.33,1.33,1.43,1.57,1.57
NVDA,O,1,26,265,,2.10,2.10,2.29,2.32,2.41,21,0.33,0.33,0.27,0.27,0.27
BLUE,O,3,82,265,,1.05,1.05,1.04,1.05,1.20,11,-1.15,-1.15,-1.05,-1.02,-1.03
KO,N,3,48,265,,2.09,2.09,2.15,2.14,2.14,16,0.37,0.37,0.37,0.40,0.41
KR,N,2,164,265,,1.75,1.75,1.75,1.81,1.81,14,0.39,0.39,0.39,0.38,0.38
JPM,N,3,102,265,,1.50,1.50,1.59,1.59,1.67,16,1.31,1.31,1.32,1.46,1.46
PLD,N,3,42,265,,1.38,1.25,1.13,1.17,1.17,16,0.62,0.62,0.62,0.61,0.61
SIVB,O,3,72,265,,1.35,1.35,1.46,1.33,1.33,13,1.53,1.53,1.53,1.64,1.64
T,N,2,42,265,,1.81,1.81,1.81,1.86,1.83,21,0.63,0.63,0.62,0.62,0.62
CRUS,O,3,82,265,,1.50,1.40,1.40,1.67,1.67,6,0.92,0.92,0.92,0.83,0.83
RDS.A,N,3,154,265,,1.63,1.63,1.56,1.78,1.70,8,0.69,0.69,0.71,0.65,0.65
