symbol,pricesale,marketcap,avgdailyvol,px
PAA,0.43,19163000000.0,1706910.0,51.51
PAC,9.98,3624000000.0,73632.0,68.95
PAL,0.43,63000000.0,2115330.0,0.163
KATE,2.47,3679000000.0,2163640.0,28.94
DCO,0.39,291600000.0,54060.0,26.64
DCM,1.77,66537000000.00001,249532.0,16.78
DCI,2.08,5138000000.0,528484.0,37.42
ININ,2.69,922600000.0,136566.0,43.75
PERI,0.57,227700000.0,162365.0,3.3
LKFN,5.14,663100000.0,44166.0,40.28
THRX,476.52,1359000000.0,976587.0,11.78
PERY,0.41,368600000.0,150174.0,24.65
DRRX,5.33,106900000.0,314913.0,0.94
SGNT,3.08,830600000.0,284629.0,26.03
OII,1.51,5626000000.0,1590070.0,53.58
IHS,3.55,7888000000.0,360882.0,115.35
OIS,0.8,2270000000.0,1006480.0,42.69
IHG,5.18,9823000000.0,169405.0,41.57
CONE,3.47,1084000000.0,287584.0,28.72
AEP,1.88,31590000000.0,2542300.0,64.57
AES,0.54,9077000000.0,6066680.0,12.73
AER,3.31,8639000000.0,1163640.0,40.69
AET,0.59,33144000000.0,2309140.0,94.24
GBL,4.71,2128000000.0,11836.0,84.51
GPRK,0.59,256899999.99999997,58468.0,4.44
AEC,7.39,1444000000.0,562858.0,25.05
AEG,0.31,14978000000.0,912039.0,7.09
LPCN,0,68400000.0,71021.0,5.35
AEM,3.72,6837000000.0,3313810.0,32.71
AEL,0.81,2008000000.0,526034.0,26.84
GBX,0.63,1452000000.0,920469.0,54.85
BUR,1197.21,96400000.0,17160.0,2.88
TRXC,392.49,197100000.0,366140.0,3.12
TILE,1.04,1038999999.9999999,412313.0,15.68
BUD,4.12,194500000000.0,1388700.0,121.07
MSCI,5.5,6111000000.0,716976.0,54.55
MSCC,2.2,2655000000.0,523445.0,28.27
MOS,2.22,17949000000.0,3326560.0,48.34
IMKTA,0.23,893200000.0,116777.0,44.09
MOV,1.04,616600000.0,281950.0,24.49
MOH,0.3,2515000000.0,580084.0,51.97
MON,3.67,57564000000.0,3302170.0,119.11
MOD,0.41,623300000.0,163129.0,13.02
ETR,1.31,16032000000.0,1732340.0,88.83
ETP,0.45,21569000000.0,1679710.0,61.13
KMI,3.8,61587000000.0,24723600.0,42.27
KMT,0.87,2554000000.0,737747.0,32.28
ETE,0.53,31627000000.0,2431680.0,58.7
ETH,1.22,929700000.0,185253.0,32.14
ETN,1.41,31713000000.0,2734920.0,66.82
ETM,1.19,447500000.0,74039.0,11.87
DLTR,1.77,14470000000.0,2796460.0,70.36
MDAS,1.62,1146000000.0,531729.0,19.03
SSRI,2.29,528900000.0,3195590.0,6.55
ROVI,3.66,2095000000.0000002,550095.0,22.9
TCAP,7.16,686100000.0,333815.0,20.85
UEIC,1.83,1038999999.9999999,112045.0,65.78
CVX,0.99,205800000000.0,8813410.0,108.88
CVT,8.51,1117000000.0,192573.0,27.03
CVU,2.51,102100000.0,15390.0,12.04
CVS,0.86,116500000000.0,4403990.0,101.01
CVO,0.07,127900000.0,599250.0,1.89
CVM,223.18,61200000.0,306681.0,0.67
CVI,0.33,3245000000.0,392573.0,37.37
CVG,0.76,1995000000.0,525348.0,19.88
CVD,2.41,6058000000.0,1114590.0,107.07
CVE,0.91,14975000000.0,2417470.0,19.78
CVC,0.84,5396000000.0,3038560.0,19.72
CVA,1.66,2798000000.0,1411470.0,21.52
MODN,3.38,276700000.0,119710.0,11.02
RGSE,0.22,25500000.0,440335.0,0.49
Y,1.38,7375000000.0,54329.0,457.91
ARDM,3.68,113300000.0,8969.0,7.7
IPKW,0,0,4524.0,24.9899
CNDO,0,109900000.0,254645.0,2.48
ARDX,14.61,485000000.0,69419.0,26.16
CANF,0,29100000.0,553223.0,3.26
WDC,1.61,23448000000.0,2025080.0,100.98
FATE,0,100600000.0,29386.0,4.89
WDR,2.31,3785000000.0,883144.0,45.27
JRVR,1.5,615600000.0,274193.0,21.57
HCSG,1.77,2237000000.0,328719.0,31.65
ELMD,1.14,19200000.0,65382.0,2.37
GTXI,0,48600000.0,174985.0,0.64
EGAN,1.8,134600000.0,40592.0,5.05
LVNTA,5.63,5346000000.0,1071820.0,37.82
ESTE,0,0,9768.0,23.25
CGEN,52.71,401100000.0,211384.0,8.17
GAME,2.31,1531000000.0,526918.0,5.7
REPH,0,24000000.0,28097.0,3.12
PFLT,0,0,57169.0,13.7
HDSN,2.27,114000000.0,115171.0,3.56
SLB,2.15,106700000000.0,10054400.0,83.68
VIAB,2.02,27698000000.0,3592840.0,67.48
XEC,3.64,8987000000.0,1548750.0,103.0
XEL,1.66,19044000000.0,2964190.0,37.66
VIAS,0.28,333500000.0,11563.0,16.43
HQY,14.48,1160000000.0,106469.0,21.18
KOOL,2.47,40700000.0,97924.0,1.01
TWI,0.26,525900000.0,604940.0,9.81
TWO,6.26,3797000000.0,2412730.0,10.37
TWX,2.18,67891999999.99999,4394380.0,80.97
GNMK,20.16,554200000.0,181045.0,13.28
VEEV,13.24,3897000000.0,933286.0,29.84
JTPY,1.02,35400000.0,7832.0,2.55
SHOR,1.28,438200000.0,376313.0,6.93
SHOO,1.62,2177000000.0,588792.0,33.9
WBAI,7.3,612000000.0,717013.0,17.46
TOUR,0.98,488700000.0,313394.0,13.7
VSH,0.79,2027000000.0000002,1139760.0,13.75
VSI,1.11,1310000000.0,480677.0,43.01
RYN,2.12,3743000000.0,1185640.0,29.59
RYL,0.68,1689000000.0,928229.0,36.62
EOG,2.94,50598000000.0,5993250.0,92.33
RYI,0,0,97021.0,6.59
EXLS,2.05,999500000.0,134163.0,30.43
EXLP,2.31,1251000000.0,237776.0,22.48
EOX,0.55,52900000.0,2541390.0,0.7939
ROIC,11.32,1685000000.0,548077.0,18.12
STKL,0.57,724700000.0,353350.0,10.81
QQQ,0,0,33745900.0,104.14
CMO,7.41,1178000000.0,880205.0,12.3
CMI,1.41,26850000000.0,1575480.0,147.85
CMG,5.7,22435000000.0,353144.0,723.43
CME,10.08,29908000000.0,1512810.0,88.79
CMC,0.21,1556000000.0,1193870.0,13.25
CMA,3.0,7604000000.0,2055800.0,42.48
ASEI,2.35,381200000.0,57874.0,48.16
PCL,5.71,7896000000.0,1123550.0,44.89
PCG,1.67,28220000000.0,3635250.0,59.4
CMP,2.47,3059000000.0,290118.0,91.07
INGN,5.66,595700000.0,188723.0,31.98
UACL,0.61,721900000.0,24726.0,24.09
VONV,0,0,21195.0,90.6336
THLD,15.5,232200000.0,669936.0,3.7
VONG,0,0,25950.0,98.956
VONE,0,0,35166.0,94.72
INGR,1.06,6187000000.0,496787.0,86.09
OKS,0.84,10940000000.0,1318340.0,43.7
INT,0.08,3537000000.0,437177.0,49.08
INN,3.03,1151000000.0,576784.0,13.38
TENX,2483.14,92800000.0,183468.0,3.3
NDAQ,2.28,7808000000.0,947345.0,46.57
UHS,1.36,10673000000.0,948621.0,107.84
ING,1.68,49646000000.0,2486460.0,12.88
AKS,0.12,717100000.0,11726400.0,4.05
AKR,11.27,2318000000.0,423245.0,36.1
ORIT,6.02,620000000.0,164787.0,14.68
GLP,0.05,1032000000.0,146729.0,38.0
GLT,0.57,1038999999.9999999,170347.0,24.19
ORIG,0.65,1117000000.0,645839.0,8.46
SCHW,5.86,35726000000.0,6767090.0,27.36
BSX,2.69,19844000000.0,12564000.0,14.96
QRHC,0.89,142800000.0,85832.0,1.28
VLCCF,4.85,355700000.0,996079.0,4.44
CAR,0.77,6471000000.0,1872950.0,60.91
SCHN,0.18,445400000.0,331808.0,16.53
CISG,1.28,413200000.0,200592.0,8.26
F,0.39,58038000000.0,29659300.0,15.08
CTHR,1.2,34800000.0,107719.0,1.71
SNCR,4.18,1793000000.0,645286.0,43.85
AVY,0.76,4827000000.0,849866.0,52.98
SBS,0.79,3411000000.0,2985500.0,4.99
ACPW,0.87,41600000.0,75884.0,1.8
SBY,8.04,597200000.0,269953.0,15.98
MMP,8.29,18318000000.0,859413.0,80.67
MMS,2.21,3765000000.0,365506.0,57.16
MMM,3.32,105200000000.0,2374870.0,164.24
MMI,2.26,1281000000.0,82734.0,34.99
SBH,1.27,4752000000.0,945686.0,30.62
QUIK,4.92,154700000.0,265387.0,2.77
ERW,0,0,153.0,51.3
KOF,1.53,17728000000.0,57582.0,85.52
ERF,1.53,1964000000.0,1551100.0,9.56
ERB,5.33,161100000.0,30611.0,3.66
KOP,0.27,410900000.0,154987.0,20.05
KOS,3.67,3321000000.0,1840590.0,8.74
ERJ,1.11,6536000000.0,997029.0,35.58
AVL,0,25000000.0,355821.0,0.1778
ADEP,1.88,117800000.0,108708.0,8.99
ADES,1.48,400000000.0,103385.0,19.77
CELP,0.91,177900000.0,52673.0,15.04
FBNK,3.45,228400000.0,43045.0,15.26
CELG,13.48,99135000000.0,5197480.0,124.12
FBNC,2.61,351300000.0,28964.0,17.83
HYGS,3.45,151000000.0,119610.0,14.97
MPX,1.52,270600000.0,19084.0,7.09
GENE,1.52,6100000.0,95160.0,1.36
SPTN,0.14,1012000000.0,164918.0,26.98
ONDK,15.4,1100000000.0,1063370.0,16.63
ECOL,2.63,929100000.0,226648.0,42.96
PGH,1.41,1506000000.0,3786020.0,2.84
ZSPH,0,977200000.0,205618.0,46.94
RT,0.34,387900000.0,558947.0,6.36
RP,4.05,1575000000.0,368508.0,20.0
RS,0.4,4192999999.9999995,684190.0,53.7
RY,3.29,87099000000.0,957271.0,60.41
RE,1.35,7910000000.0,267863.0,174.82
RF,2.43,12294000000.0,16130000.0,9.08
RL,1.95,14847000000.0,831145.0,169.29
MOFG,3.44,235300000.0,10527.0,28.16
RH,2.06,3689000000.0,858653.0,93.2
HBNC,2.63,223100000.0,18163.0,24.22
EMDI,0,0,1053.0,54.55
LGCY,1.12,687500000.0,862616.0,9.94
WFM,1.35,19243000000.0,4931900.0,53.49
WFC,3.32,277000000000.0,15942600.0,53.58
HZNP,8.63,1954000000.0,1799410.0,16.44
WFD,3.81,130600000.0,39976.0,7.29
CHTR,1.95,17284000000.0,917792.0,158.18
WFT,0.56,8497000000.0,11045800.0,10.98
EDAP,2.19,70900000.0,364021.0,2.86
DISCA,3.32,20501000000.0,3992440.0,30.06
DISCB,3.6,22029000000.0,211.0,32.2999
DISCK,3.23,19873000000.0,2559880.0,29.14
ATTU,5.0,162100000.0,45084.0,10.68
NPSP,23.02,4907000000.0,3688590.0,45.93
TEN,0.38,3227000000.0,712358.0,52.84
LXRX,169.59,489100000.0,2271510.0,0.95
GRID,0,0,761.0,34.9
TLMR,3.76,963100000.0,285798.0,13.66
AGII,0.93,1392000000.0,94076.0,54.18
AGIO,74.63,4447000000.0,937858.0,128.21
UTIW,0.28,1222000000.0,1014280.0,11.59
MCBC,2.95,180500000.0,48806.0,5.34
PLXS,0.53,1316000000.0,186785.0,39.16
NCMI,2.26,877700000.0,532216.0,14.94
LKQ,1.28,8266999999.999999,1237220.0,27.28
XNCR,97.6,538700000.0,105884.0,17.16
SIMO,3.43,909500000.0,465710.0,26.87
HASI,22.9,369200000.0,208332.0,14.0
NSAM,25.73,4136999999.9999995,1047980.0,21.93
TEP,7.21,2368000000.0,138024.0,48.32
SRDX,4.94,284300000.0,73005.0,22.11
ZEN,16.83,1764000000.0,539344.0,24.46
ZEP,0.51,364400000.0,87994.0,15.81
SWHC,1.19,669200000.0,1384930.0,12.46
PMFG,0.67,98200000.0,61574.0,4.62
DXLG,0.62,249200000.0,97250.0,5.11
CRIS,15.32,166800000.0,511990.0,1.94
BPFH,2.87,937500000.0,402437.0,11.3
SUNS,0,0,48350.0,15.29
RGLS,101.2,943900000.0,1281870.0,19.42
UCFC,3.84,259899999.99999997,127274.0,5.23
BOFI,7.46,1253000000.0,189532.0,84.6
RGLD,19.5,4925000000.0,915131.0,75.55
SUNE,2.16,5427000000.0,12000400.0,20.03
VICL,6.94,97600000.0,408576.0,1.08
ABMD,8.09,1601000000.0,401832.0,39.57
HSC,0.55,1270000000.0,585263.0,15.72
OMAB,7.33,1863000000.0,43895.0,37.69
OMAM,1.81,1855000000.0,241885.0,15.46
HSP,2.5,11252000000.0,996916.0,66.5
HST,3.42,18282000000.0,6031630.0,24.14
HSY,3.26,24148000000.0,1086410.0,109.33
CTSH,3.46,34159999999.999996,4176580.0,56.1
IART,2.09,1888000000.0,159000.0,57.59
BSMX,6.01,14525000000.0,1609620.0,10.72
LVLT,2.6,16811000000.0,3577670.0,50.04
QURE,78.66,367500000.0,94247.0,20.6
SYA,1.14,2476000000.0,325605.0,21.36
SYF,4.19,26122000000.0,1190280.0,31.33
SYK,3.68,35014000000.0,1237400.0,92.55
SYN,0,126200000.0,559144.0,1.74
VNCE,2.54,870600000.0,425831.0,23.69
SYT,2.02,29750000000.0,402813.0,64.89
SYY,0.51,24062000000.0,3233110.0,40.93
TOWR,0.22,476800000.0,185390.0,22.98
EME,0.42,2710000000.0,317448.0,41.85
RGR,1.24,763100000.0,395032.0,39.3
RGS,0.49,922000000.0,363039.0,16.54
EMC,2.43,57649000000.0,12288500.0,28.33
EMN,1.09,10359000000.0,1750610.0,69.77
RGA,0.53,5831000000.0,257189.0,84.88
RGC,1.1,3277000000.0,1151570.0,21.1
EMR,1.64,41223000000.0,4296840.0,59.43
SMSI,2.0,80200000.0,324800.0,1.78
IMNP,19005.03,36100000.0,62237.0,1.88
LDR,1.91,291300000.0,42524.0,30.5
OLED,6.99,1376000000.0,603455.0,30.13
ASPN,1.6,163200000.0,40423.0,7.93
AFFX,2.37,809400000.0,924094.0,11.0
ULTA,2.85,8759000000.0,733819.0,136.08
ULTI,8.91,4334000000.0,252010.0,152.765
ULTR,0.68,260300000.0,52942.0,1.85
COP,1.38,81019000000.0,8837050.0,65.82
COR,3.57,946200000.0,126485.0,44.4
COT,0.36,721900000.0,971382.0,7.76
COV,4.62,48500000000.0,3791150.0,106.71
PEP,2.21,147700000000.0,4429280.0,98.69
PER,2.61,361200000.0,483661.0,6.88
PES,0.28,286200000.0,1458730.0,4.51
KLXI,2.57,4115999999.9999995,1189070.0,38.87
PEI,3.77,1718000000.0,600768.0,24.98
COG,5.96,11858000000.0,6474330.0,28.71
COF,2.29,43341000000.0,2836480.0,78.19
PED,3.8,19700000.0,87221.0,0.66
COH,2.21,10222000000.0,4831900.0,37.09
PEG,2.13,22166000000.0,3493860.0,43.81
COL,2.28,11722000000.0,998366.0,87.15
COO,4.53,7812000000.0,569742.0,162.21
PENX,0.55,241100000.0,39919.0,18.85
COCO,0.0,6000000.0,1310410.0,0.069
PENN,0.47,1227000000.0,1253460.0,15.62
MTGE,4.76,971700000.0,467858.0,19.0
CVRR,0.23,2372000000.0,557966.0,16.07
SGBK,5.41,288700000.0,25308.0,28.34
OEC,0.67,968500000.0,117563.0,16.24
UFS,0.44,2513000000.0,605989.0,38.98
TYPE,6.18,1121000000.0,166177.0,29.17
GNW,0.38,3650000000.0,11162000.0,7.35
AIZ,0.45,4593000000.0,544914.0,65.37
AIT,0.66,1706000000.0,192155.0,41.32
AIV,6.17,5980000000.0,1457640.0,40.9
AIR,0.56,1098000000.0,175476.0,28.36
GNC,1.57,4075999999.9999995,1153090.0,45.87
AIN,1.5,1128000000.0,78992.0,35.35
GNE,0.51,154600000.0,31024.0,6.29
AIG,1.11,71689000000.0,7959670.0,51.21
NSH,462.11,1469000000.0,177155.0,34.31
NSM,1.67,2380000000.0,727624.0,26.41
NSPR,9.02,30500000.0,185271.0,0.72
MNST,8.33,20107000000.0,1044830.0,119.945
NSC,2.79,32835000000.0,2212130.0,106.11
NSP,0.48,1113000000.0,171255.0,43.93
NSR,1.61,1548000000.0,681218.0,28.21
NSPH,1.41,18000000.0,1606650.0,0.236
VOLC,2.35,927800000.0,2619030.0,17.98
SDT,2.28,97700000.0,211268.0,3.49
RCKY,0.38,105500000.0,20855.0,13.97
SATS,1.4,4833000000.0,167181.0,52.85
HOTR,0.56,15000000.0,38723.0,2.07
SDR,2.14,213800000.0,373481.0,4.3
ACRX,8.68,297600000.0,437960.0,6.81
ACRE,5.33,347300000.0,126397.0,12.2
ONNN,1.46,4429000000.0,5768970.0,10.16
HSNI,1.12,3971000000.0,297900.0,75.82
PARN,9.96,59600000.0,13003.0,4.49
FTEK,0.89,77900000.0,83826.0,3.41
EPR,9.92,3746000000.0,348434.0,65.55
EPD,1.3,65504999999.99999,3625900.0,34.92
EPE,1.08,2311000000.0,1694670.0,9.41
WAFD,4.38,2028000000.0,537444.0,20.79
LYV,0.74,5125000000.0,895858.0,25.7
CENT,0.29,468900000.0,67626.0,9.19
LYG,2.86,67763999999.99999,2259000.0,4.58
LYB,0.87,39688000000.0,5864530.0,79.27
BWLD,2.34,3467000000.0,464776.0,183.2
WLDN,0.89,96900000.0,164615.0,12.71
TTHI,0,244100000.0,10748.0,6.93
BURL,0.82,3849000000.0,865763.0,51.6
DNBF,2.63,63000000.0,1500.0,22.7
BDGE,4.29,297100000.0,15666.0,26.08
SFG,0.99,2793000000.0,204689.0,66.43
SFE,0,390400000.0,47506.0,19.01
GNRC,2.21,3306000000.0,1091490.0,48.01
NXTM,4.03,1174000000.0,472447.0,18.94
KMDA,1.78,131600000.0,61337.0,4.09
SHPG,7.33,43202000000.0,1123680.0,220.57
OCLR,0.43,160800000.0,350271.0,1.48
NFBK,8.27,693500000.0,205944.0,14.57
EXAM,2.3,1649000000.0,444632.0,41.17
HTWR,5.6,1447000000.0,165802.0,85.0
CCXI,507.53,379200000.0,351190.0,8.75
PLAY,1.58,1126000000.0,198337.0,28.18
LSTR,0.98,2952000000.0,440405.0,65.98
PFPT,10.91,1997000000.0,410352.0,52.37
YUM,2.41,32479000000.0,3192870.0,74.24
GAIN,0,0,95574.0,7.3
JWN,1.11,14837000000.0,1281280.0,77.99
GAIA,1.06,173200000.0,30464.0,7.08
BLDP,2.82,204800000.0,1044040.0,1.55
RPTP,9.45,587300000.0,676464.0,9.24
NGLS,0.62,5578000000.0,1054620.0,48.18
RJET,0.54,739300000.0,497447.0,14.85
LIOX,0.64,311500000.0,265484.0,5.19
LION,1.79,326700000.0,56868.0,15.29
AMZG,0.28,16700000.0,370273.0,0.5499
CMFN,0,0,43048.0,11.44
BRSS,0.16,287400000.0,130589.0,13.47
QEPM,7.17,867500000.0,203860.0,15.91
VBTX,3.38,83900000.0,17234.0,13.27
XYL,1.64,6400000000.0,814024.0,35.19
TSN,0.41,15519000000.0,4565480.0,41.31
TSO,0.24,10360000000.0,3378290.0,81.0
TSM,5.14,125300000000.0,11564800.0,24.16
WBMD,2.7,1512000000.0,437594.0,41.18
TSE,0.14,724200000.0,146323.0,15.32
TSC,3.81,292600000.0,75926.0,10.19
LPTH,1.39,16399999.999999998,20573.0,1.15
GRFS,6.53,23863000000.0,503161.0,34.88
AVOL,2.84,1594000000.0,526962.0,19.69
TST,1.25,72000000.0,60273.0,2.09
TSU,1.53,11439000000.0,1288920.0,23.64
LTRX,0.7,31900000.0,20653.0,2.16
TSQ,0.64,221700000.0,35103.0,12.76
OMCL,2.71,1153000000.0,189616.0,32.38
PGRE,0,0,3282410.0,19.6
HUM,0.5,23307000000.0,1218240.0,152.0
HUN,0.47,5465000000.0,4172770.0,22.38
OPXA,17.81,22100000.0,108290.0,0.785
KVHI,1.26,205100000.0,32932.0,12.89
FFIV,4.67,8305999999.999999,1119880.0,114.3
MSTR,3.13,1902000000.0,89374.0,168.3
FFIN,6.44,1644000000.0,230110.0,25.66
FFIC,3.68,576400000.0,67002.0,19.36
SAIC,0.6,2330000000.0,321895.0,51.0
SAIA,0.92,1112000000.0,262348.0,45.27
PSCF,0,0,8677.0,41.36
VWR,0.73,3214000000.0,387210.0,24.47
RES,1.18,2630000000.0,1579470.0,12.03
REI,6.79,235400000.0,172258.0,9.15
REN,0.18,62800000.0,1619790.0,0.8408
REG,11.45,6481000000.0,669203.0,69.82
FCS,1.34,1933000000.0,1365170.0,16.38
LFC,1.8,121000000000.0,244460.0,63.51
FCX,0.91,20325000000.0,16849700.0,19.56
LFL,0.48,6006000000.0,513810.0,11.01
STWD,9.65,5379000000.0,1817290.0,24.19
FCB,5.67,953200000.0,88376.0,23.02
PWRD,1.6,943700000.0,455806.0,18.98
FCF,3.4,798900000.0,386873.0,8.63
FCH,1.39,1303000000.0,659997.0,10.48
FCN,0.92,1608000000.0,274456.0,40.41
FGEN,12.43,1695000000.0,392617.0,29.92
MIFI,1.14,235700000.0,245048.0,5.28
SP,0,0,44314.0,22.98
SU,1.33,43371000000.0,5388900.0,29.86
ST,3.84,8513000000.0,1033170.0,50.45
SO,2.56,46997000000.0,5431770.0,52.23
SN,0.92,596900000.0,3729930.0,10.69
SM,0.96,2517000000.0,1871600.0,37.34
SC,2.6,6540000000.0,2763470.0,18.74
SB,1.73,305400000.0,572660.0,3.66
SF,1.47,3247000000.0,488989.0,49.19
SE,3.86,22566000000.0,4798850.0,33.63
SD,0.38,689400000.0,14023500.0,1.42
IBM,1.66,155000000000.0,4859480.0,156.36
IBN,4.54,37264000000.0,5911980.0,12.88
CAS,0.14,143100000.0,260087.0,6.09
IBA,0.91,2485000000.0,18729.0,49.7
IBB,0,0,1423140.0,326.9099
CAP,2.06,461400000.0,82936.0,22.2
CAT,0.94,52082000000.0,5290120.0,86.03
CAJ,1.17,36794000000.0,317294.0,33.27
CAH,0.3,28049000000.0,1684210.0,84.75
CAM,0.79,8767000000.0,3163360.0,44.4
IBP,1.13,576300000.0,79681.0,18.1
CAB,1.12,4025000000.0000005,855713.0,56.62
CAG,0.89,15733000000.0,2782700.0,36.94
CAE,1.91,3422000000.0,39831.0,12.9
INCR,1.85,1491000000.0,252508.0,24.85
PGN,0.09,188200000.0,2164920.0,2.22
INCY,27.86,14014000000.0,1373490.0,82.95
PGI,0.75,421100000.0,237273.0,9.37
DYN,1.54,3592000000.0,1911230.0,29.22
PGR,0.83,15832000000.0,3172650.0,26.87
ZION,2.32,5098000000.0,2529650.0,25.12
ZIOP,601.28,819200000.0,2015240.0,8.0
UDR,10.7,8690000000.0,1519130.0,34.05
OGS,0,0,333368.0,45.9
OGE,2.92,7148000000.0,1154530.0,35.86
MIK,1.12,5261000000.0,691029.0,25.75
GRUB,12.68,2981000000.0,1264910.0,36.57
MIC,4.17,5032000000.0,419306.0,70.93
MIG,0.55,418300000.0,549718.0,8.35
RCII,0.58,1957000000.0,634590.0,36.99
GHL,4.01,1117000000.0,289674.0,39.69
FSFR,0,0,302365.0,10.51
AON,2.26,26851000000.0,1346200.0,94.17
AOL,1.51,3777000000.0,981969.0,48.49
RIBT,0.99,36800000.0,43084.0,3.93
OREX,19.93,684800000.0,3152830.0,5.56
MEOH,1.29,4364000000.0,1004660.0,46.58
ZFGN,0,916500000.0,126473.0,40.36
SFY,0.16,96500000.0,3029770.0,2.2
QUMU,1.43,126800000.0,10887.0,14.05
SFS,0.33,1100000000.0,252776.0,15.06
UFCS,0.78,728600000.0,51064.0,29.09
SFL,4.38,1357000000.0,704953.0,14.53
SFM,1.94,5567000000.0,1196170.0,36.88
ACTA,8.18,612700000.0,118676.0,16.47
SAVE,3.04,5761000000.0,1220210.0,79.18
ACTG,5.94,674100000.0,488661.0,13.45
KSU,4.62,12191000000.0,982977.0,110.47
KSS,0.65,12409000000.0,2746690.0,61.43
CKEC,1.01,691300000.0,280366.0,28.31
HAWKB,1.35,1765000000.0,233608.0,33.3
CPXX,0,93600000.0,267292.0,2.78
ENBL,1.9,7807000000.0,343463.0,18.49
SPHS,0,7900000.0,332873.0,0.468
LBRDK,59.08,4059999999.9999995,732369.0,47.34
LBRDA,59.02,4051999999.9999995,404021.0,47.25
MDGN,0,148000000.0,135781.0,7.85
QTM,0.77,411300000.0,1900470.0,1.61
ARNA,29.2,1016999999.9999999,8014440.0,4.62
WBS,3.51,2849000000.0,536560.0,31.48
LOV,1.32,84400000.0,58842.0,3.47
DWSN,0.35,89300000.0,60555.0,11.22
GNTX,3.82,5182000000.0,1692750.0,17.7
WBC,2.0,5897000000.0,460402.0,100.15
WBK,5.46,84688000000.0,238265.0,27.34
SINA,3.18,2408000000.0,1147060.0,37.07
SYRG,7.76,1042000000.0,1469180.0,12.21
TUMI,2.91,1518000000.0,604337.0,22.37
AKAO,9.51,210800000.0,59916.0,11.87
AKAM,5.83,10888000000.0,1440970.0,61.17
GLRI,7.82,105200000.0,30802.0,3.34
BEAT,1.84,271400000.0,250989.0,10.17
BEAV,1.57,6463000000.0,1980480.0,61.37
VTR,7.89,23737000000.0,2631430.0,80.65
NFLX,4.8,26979000000.0,2168530.0,446.56
AGEN,54.06,329100000.0,1811770.0,5.25
IRWD,51.42,2326000000.0,856084.0,16.66
FITB,2.54,14775000000.0,7902660.0,17.93
HAWK,1.39,1797000000.0,340289.0,33.9
XGTI,11.98,11200000.0,176958.0,0.45
ESRT,3.08,1911000000.0,731481.0,18.62
HVB,5.11,518400000.0,110455.0,25.92
CRMT,0.91,458600000.0,52627.0,53.19
ESRX,0.62,62199000000.0,3864210.0,84.75
CRMD,467.06,49500000.0,72484.0,2.23
KLAC,3.68,10645000000.0,1722800.0,65.44
PMBC,4.23,136200000.0,13692.0,7.01
OKSB,3.44,302700000.0,73316.0,15.56
UCBI,3.93,1082000000.0,259665.0,17.95
CYTK,5.45,277100000.0,497753.0,7.57
MPWR,6.88,1854000000.0,269784.0,47.84
GWB,3.24,1203000000.0,242429.0,20.78
VNOM,22.77,1341000000.0,211485.0,16.82
GWW,1.71,16010000000.000002,452816.0,234.81
GWR,2.83,4608000000.0,381537.0,85.53
TMH,1.43,3676000000.0,655029.0,51.69
TMK,1.71,6668000000.0,690769.0,51.83
TMO,3.15,50259000000.0,1791510.0,125.64
OMED,13.36,679000000.0,164802.0,22.76
NJR,0.75,2777000000.0,194461.0,65.72
OMEX,4.01,81300000.0,347710.0,0.9525
NSIT,0.19,1018999999.9999999,196300.0,24.86
OMER,1475.3,785100000.0,408406.0,23.04
N,16.12,8249000000.000001,374753.0,107.5
EARN,6.69,148200000.0,75673.0,16.2
FFKT,2.17,173400000.0,10784.0,23.16
EARS,0,111500000.0,10024.0,3.8495
EIX,1.68,22266000000.0,2181800.0,68.34
KRFT,2.17,39428000000.0,2978500.0,66.96
RCL,2.32,18872000000.0,2841700.0,84.75
RCI,1.89,18593000000.0,359840.0,36.12
EIG,0.88,689300000.0,121795.0,21.89
NTLS,0.19,91400000.0,605973.0,4.28
FAF,0.8,3738000000.0,805727.0,34.85
MS,2.0,68498999999.99999,9883800.0,35.11
VECO,3.6,1272000000.0,389845.0,31.64
RVLT,1.69,97600000.0,495563.0,1.17
PINC,1.33,1220000000.0,275026.0,32.91
MIDD,3.51,5544000000.0,253931.0,96.825
VSLR,41.88,880300000.0,896010.0,8.36
FRBA,3.11,56500000.0,10686.0,6.01
CCU,1.71,3525000000.0,167250.0,19.08
OAK,12.54,2389000000.0,346848.0,54.94
CCS,1.1,320900000.0,134781.0,15.22
CCM,1.88,328100000.0,36679.0,7.3
CCL,2.27,36333000000.0,4163070.0,46.76
CCO,1.19,3425000000.0,223600.0,9.55
CCI,0,0,3728710.0,88.05
CCK,0.7,6308000000.0,796419.0,45.91
CCJ,2.82,5644000000.0,2114970.0,14.26
CCE,1.25,10467000000.0,2072710.0,43.3
CCG,3.06,453800000.0,619071.0,7.01
CCC,1.88,1036000000.0,240587.0,19.46
PII,2.08,9393000000.0,724224.0,141.47
INAP,1.41,453400000.0,150332.0,8.88
FLIR,2.91,4378000000.0,804463.0,31.07
PIR,0.83,1548000000.0,2105170.0,17.25
FLIC,4.77,332800000.0,17469.0,24.01
SYKE,0.76,997500000.0,260652.0,23.36
VCYT,5.5,178700000.0,79616.0,7.94
UBS,2.06,64750000000.0,1272100.0,17.25
ARQL,6.57,71600000.0,387944.0,1.14
UBA,7.09,746400000.0,144465.0,24.06
